지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
279,2022-12-08 18:00,5.6,,0.9,250,43,3.9,-6,1019.2,1025.3,0,,,,5,0,,,4881,,,3.5,,,,
279,2022-12-08 19:00,4.6,,0.6,250,46,3.9,-6,1019.3,1025.4,,,,,2,0,,,4851,,,2,,,,
279,2022-12-08 20:00,2.9,,0.7,270,50,3.8,-6.5,1019.3,1025.5,,,,,0,0,,,4152,,,0.9,,,,
279,2022-12-08 21:00,2,,0.5,270,54,3.8,-6.3,1019.5,1025.7,,,,,1,0,,,4726,,,0.5,,,,
279,2022-12-08 22:00,1.4,,0.8,270,54,3.6,-6.9,1019.4,1025.6,,,,,0,0,,,4823,,,0.1,,,,
279,2022-12-08 23:00,0.9,,1,270,57,3.7,-6.6,1019.4,1025.6,,,,,0,0,,,4872,,,-0.3,,,,
279,2022-12-09 0:00,-0.3,,0,0,63,3.8,-6.5,1019.4,1025.7,,,,,0,0,,,3011,,,-0.6,,,,
279,2022-12-09 1:00,-0.3,,0.4,0,67,4,-5.6,1019.4,1025.7,,,,,0,0,,,4096,,,-0.8,,,,
279,2022-12-09 2:00,-1.2,,0.7,290,73,4.1,-5.4,1019.6,1025.9,,,,,0,0,,,3662,,,-1,,,,
279,2022-12-09 3:00,-1.4,,0,0,73,4,-5.6,1019.3,1025.6,,,,,0,0,,,3475,,,-1.2,,,,
279,2022-12-09 4:00,-2.2,,0.6,290,79,4.1,-5.3,1019.3,1025.6,,,,,0,0,,,3439,,,-1.3,,,,
279,2022-12-09 5:00,-2.5,,0.1,0,77,3.9,-5.9,1019,1025.3,,,,,0,0,,,2997,,,-1.4,,,,
279,2022-12-09 6:00,-2.6,,0,0,81,4.1,-5.4,1018.9,1025.2,,,,,0,0,,,2815,,,-1.6,,,,
279,2022-12-09 7:00,-2,,0.2,0,79,4.2,-5.1,1018.6,1024.9,,,,,2,0,,,2762,,,-1.6,,,,
279,2022-12-09 8:00,-2.1,,0.1,0,80,4.2,-5,1019.2,1025.5,0,,,,1,0,,,2372,,,-1.5,,,,
279,2022-12-09 9:00,0,,0.4,0,70,4.3,-4.8,1019.5,1025.8,0.1,,,,2,0,,,2487,,,-0.7,,,,
279,2022-12-09 10:00,2.4,,0.1,0,60,4.4,-4.5,1019.6,1025.8,1,,,,6,0,,,2419,,,0.4,,,,
279,2022-12-09 11:00,3.8,,0.9,110,54,4.3,-4.6,1019.1,1025.3,1,,,,7,0,,,2795,,,3,,,,
279,2022-12-09 12:00,5.5,,0.4,0,46,4.2,-5.2,1018.1,1024.2,0.9,,,,7,0,,,3372,,,5.6,,,,
279,2022-12-09 13:00,8.1,,0.2,0,38,4.1,-5.3,1016.8,1022.8,1,,,,5,0,,,3411,,,8.9,,,,
279,2022-12-09 14:00,9.5,,0.5,160,36,4.3,-4.8,1015.7,1021.7,1,,,,7,0,,,3540,,,11.2,,,,
279,2022-12-09 15:00,10.2,,0.5,160,36,4.5,-4.2,1015.2,1021.2,1,,,,4,0,,,2147,,,10.2,,,,
279,2022-12-09 16:00,9.8,,0.4,0,38,4.6,-3.8,1015.4,1021.4,1,,,,4,0,,,3073,,,7.8,,,,
279,2022-12-09 17:00,7.9,,0.6,230,49,5.2,-2.1,1015.5,1021.5,0.1,,,,3,0,,,2981,,,5.3,,,,
279,2022-12-09 18:00,5.4,,0.2,0,62,5.6,-1.3,1015.4,1021.5,0,,,,0,0,,,2091,,,3.3,,,,
279,2022-12-09 19:00,4.2,,0.4,0,67,5.6,-1.3,1015.5,1021.6,,,,,0,0,,,1674,,,2.2,,,,
279,2022-12-09 20:00,3.5,,0.5,270,70,5.5,-1.4,1015.7,1021.9,,,,,0,0,,,1559,,,1.4,,,,
279,2022-12-09 21:00,2.4,,0.2,0,77,5.6,-1.2,1016.1,1022.3,,,,,0,0,,,1298,,,0.7,,,,
279,2022-12-09 22:00,1.9,,0.9,270,78,5.5,-1.5,1016.2,1022.4,,,,,0,0,,,1335,,,0.5,,,,
279,2022-12-09 23:00,0.8,,0.6,270,84,5.4,-1.6,1016.4,1022.6,,,,,0,0,,,930,,,0.1,,,,
279,2022-12-10 0:00,0.7,,0.2,0,85,5.5,-1.5,1016.3,1022.5,,,,,0,0,,,740,,,-0.2,,,,
279,2022-12-10 1:00,-0.2,,0.1,0,88,5.3,-1.9,1016.2,1022.4,,,,,0,0,,,446,,,-0.5,,,,
279,2022-12-10 2:00,-0.5,,0.9,290,90,5.3,-1.9,1016.5,1022.8,,,,,0,0,,,257,,,-0.7,,,,
279,2022-12-10 3:00,-0.8,,0,0,91,5.3,-2,1016.7,1023,,,,,0,0,,,208,,,-1,,,,
279,2022-12-10 4:00,-1.4,,0.1,0,92,5.1,-2.5,1016.2,1022.5,,,,,0,0,,,193,,,-1.2,,,,
279,2022-12-10 5:00,-1.3,,0.1,0,91,5.1,-2.5,1015.7,1022,,,,,9,0,,,282,,,-1.3,,,,
279,2022-12-10 6:00,-1.7,,0.2,0,91,4.9,-2.9,1015.3,1021.6,,,,,0,0,,,179,,,-1.5,,,,
279,2022-12-10 7:00,-1.7,,0.3,0,90,4.9,-3.1,1015.6,1021.9,,,,,0,0,,,178,,,-1.7,,,,
279,2022-12-10 8:00,-1.5,,0.1,0,91,5,-2.7,1015.7,1022,0,,,,0,0,,,244,,,-1.6,,,,
279,2022-12-10 9:00,0,,0,0,88,5.4,-1.7,1015.9,1022.1,0.1,,,,2,0,,,426,,,-0.8,,,,
279,2022-12-10 10:00,3,,0.5,70,76,5.8,-0.8,1015.8,1022,1,,,,0,0,,,515,,,0.3,,,,
279,2022-12-10 11:00,5.2,,1,90,61,5.4,-1.7,1014.2,1020.3,1,,,,0,0,,,731,,,3.2,,,,
279,2022-12-10 12:00,6.6,,1.4,290,57,5.6,-1.3,1014.2,1020.3,0.2,,,,9,0,,,901,,,6.5,,,,
279,2022-12-10 13:00,8.2,,1.2,340,38,4.1,-5.3,1013,1019,0.5,,,,9,0,,,1725,,,8.4,,,,
279,2022-12-10 14:00,7.9,,1.1,90,45,4.8,-3.3,1012.3,1018.3,0,,,,10,0,,,1363,,,8,,,,
279,2022-12-10 15:00,8.2,,0.2,0,43,4.7,-3.6,1012,1018,0,,,,10,0,,,1488,,,7.7,,,,
279,2022-12-10 16:00,8.2,,0.4,0,42,4.6,-3.9,1012.5,1018.5,0,,,,10,0,,,1744,,,6.5,,,,
279,2022-12-10 17:00,7.6,,0.2,0,45,4.7,-3.5,1012.8,1018.8,0,,,,10,0,,,1687,,,5.8,,,,
279,2022-12-10 18:00,6.7,,0.2,0,51,5,-2.7,1013.3,1019.4,0,,,,10,0,,,1583,,,5.2,,,,
279,2022-12-10 19:00,6.4,,0.1,0,50,4.8,-3.2,1013.3,1019.4,,,,,10,0,,,1772,,,4.9,,,,
279,2022-12-10 20:00,6.1,,0.7,290,55,5.2,-2.2,1013.7,1019.8,,,,,10,0,,,3076,,,4.5,,,,
279,2022-12-10 21:00,5,0,0.5,290,59,5.2,-2.3,1013.6,1019.7,,,,,10,0,,,2289,,,3.6,,,,
279,2022-12-10 22:00,4.8,,0.7,320,58,5,-2.7,1013.6,1019.7,,,,,9,0,,,3024,,,3.2,,,,
279,2022-12-10 23:00,3.8,,1.1,340,56,4.5,-4.1,1013.7,1019.8,,,,,6,0,,,2570,,,1.4,,,,
279,2022-12-11 0:00,2,,0.4,0,64,4.5,-4.1,1013.9,1020.1,,,,,6,0,,,2369,,,0.3,,,,
279,2022-12-11 1:00,0.7,,0,0,71,4.6,-3.9,1014.1,1020.3,,,,,1,0,,,1698,,,0.2,,,,
279,2022-12-11 2:00,1.3,,1.1,290,69,4.6,-3.7,1014.3,1020.5,,,,,0,0,,,1984,,,-0.3,,,,
279,2022-12-11 3:00,2,,0.8,290,57,4,-5.6,1015,1021.2,,,,,0,0,,,2186,,,-0.7,,,,
279,2022-12-11 4:00,0.2,,0.4,0,64,4,-5.8,1015.2,1021.4,,,,,0,0,,,1898,,,-1,,,,
279,2022-12-11 5:00,1.2,,0.8,290,54,3.6,-7,1015.1,1021.3,,,,,1,0,,,2458,,,-1.1,,,,
279,2022-12-11 6:00,0.5,,0.8,320,55,3.5,-7.5,1015.5,1021.7,,,,,0,0,,,2517,,,-1.4,,,,
279,2022-12-11 7:00,-0.3,,1,340,56,3.3,-8,1015.6,1021.8,,,,,0,0,,,2340,,,-1.5,,,,
279,2022-12-11 8:00,-1,,1,340,62,3.5,-7.3,1016.3,1022.6,0,,,,0,0,,,2045,,,-1.5,,,,
279,2022-12-11 9:00,1.5,,0.6,50,56,3.8,-6.3,1016.7,1022.9,0.1,,,,0,0,,,1860,,,-0.8,,,,
279,2022-12-11 10:00,5.5,,0.9,360,42,3.8,-6.4,1017.1,1023.2,1,,,,0,0,,,2482,,,0.2,,,,
279,2022-12-11 11:00,6.8,,1.6,290,30,3,-9.6,1016.6,1022.7,1,,,,0,0,,,3411,,,3,,,,
279,2022-12-11 12:00,7.7,,1.6,290,27,2.8,-10.1,1016.3,1022.4,1,,,,0,0,,,3761,,,7.7,,,,
279,2022-12-11 13:00,9.2,,1.3,290,27,3.1,-8.8,1015.5,1021.5,1,,,,0,0,,,3826,,,10,,,,
279,2022-12-11 14:00,9.8,,1.9,320,25,3,-9.3,1015,1021,1,,,,0,0,,,4482,,,10.7,,,,
279,2022-12-11 15:00,9.7,,2.3,290,25,3,-9.4,1015.1,1021.1,1,,,,1,0,,,4276,,,9.5,,,,
279,2022-12-11 16:00,8.7,,1.6,290,27,3,-9.3,1015.5,1021.5,1,,,,2,0,,,3991,,,6.7,,,,
279,2022-12-11 17:00,7.5,,1.5,290,29,3,-9.4,1016.4,1022.5,0.1,,,,0,0,,,3404,,,4.1,,,,
279,2022-12-11 18:00,5.3,,1.2,290,39,3.5,-7.5,1017.1,1023.2,0,,,,0,0,,,2941,,,1.9,,,,
279,2022-12-11 19:00,4.8,,1.3,270,38,3.3,-8.3,1017.8,1023.9,,,,,0,0,,,3116,,,0.8,,,,
279,2022-12-11 20:00,3,,0.6,290,45,3.4,-7.8,1018.1,1024.3,,,,,0,0,,,2633,,,-0.3,,,,
279,2022-12-11 21:00,1,,0.5,320,56,3.7,-6.8,1018.5,1024.7,,,,,0,0,,,2211,,,-0.1,,,,
279,2022-12-11 22:00,0.2,,0.1,0,59,3.7,-6.8,1018.2,1024.5,,,,,0,0,,,2190,,,-0.7,,,,
279,2022-12-11 23:00,-0.5,,0.6,290,65,3.8,-6.2,1018.7,1025,,,,,0,0,,,1856,,,-1,,,,
279,2022-12-12 0:00,-1.2,,0.1,0,66,3.7,-6.7,1018.9,1025.2,,,,,0,0,,,1949,,,-1.3,,,,
279,2022-12-12 1:00,-1.9,,0.1,0,69,3.7,-6.8,1018.7,1025,,,,,0,0,,,1786,,,-1.5,,,,
279,2022-12-12 2:00,-1.7,,0.8,270,67,3.6,-7,1018.5,1024.8,,,,,0,0,,,2005,,,-1.6,,,,
279,2022-12-12 3:00,-1.4,,0.2,0,64,3.5,-7.3,1018.9,1025.2,,,,,10,0,,,2051,,,-0.8,,,,
279,2022-12-12 4:00,-1.2,,0.1,0,67,3.8,-6.5,1018.7,1025,,,,,10,0,,,1786,,,-0.7,,,,
279,2022-12-12 5:00,-0.9,,0.2,0,59,3.4,-7.9,1018.9,1025.2,,,,,10,0,,,2089,,,-0.3,,,,
279,2022-12-12 6:00,-0.5,,0.2,0,65,3.8,-6.2,1018.8,1025.1,,,,,10,0,,,1706,,,-0.6,,,,
279,2022-12-12 7:00,-0.7,,0.1,0,65,3.8,-6.4,1018.4,1024.7,,,,,9,0,,,1843,,,-0.5,,,,
279,2022-12-12 8:00,-0.6,,0.7,290,66,3.9,-6.1,1017.5,1023.8,0,,,,10,0,,,1830,,,-0.5,,,,
279,2022-12-12 9:00,0.8,,0.3,0,59,3.8,-6.3,1017.3,1023.5,0,,,,6,0,,,1521,,,-0.3,,,,
279,2022-12-12 10:00,2.8,,0.2,0,45,3.4,-7.9,1016.6,1022.8,1,,,,6,0,,,2595,,,0.4,,,,
279,2022-12-12 11:00,4.7,,0.6,90,42,3.6,-7.1,1016.2,1022.3,1,,,,5,0,,,2078,,,3.7,,,,
279,2022-12-12 12:00,6.5,,0.3,0,38,3.7,-6.8,1015,1021.1,1,,,,7,0,,,2188,,,7.9,,,,
279,2022-12-12 13:00,6.3,,0.8,110,40,3.8,-6.3,1013.7,1019.8,0,,,,10,0,,,2365,,,5.9,,,,
279,2022-12-12 14:00,6.8,,0.5,110,40,4,-5.8,1012.5,1018.6,0,,,,10,0,,,2308,,,7,,,,
279,2022-12-12 15:00,6.8,0,0.3,0,44,4.3,-4.6,1012.3,1018.4,0,,,,10,0,,,1875,,,6.1,,,,
279,2022-12-12 16:00,7.5,,0.4,0,47,4.9,-3.1,1012.3,1018.3,0,,,,10,0,,,2712,,,5.8,,,,
279,2022-12-12 17:00,7.1,,2,290,37,3.7,-6.6,1012.7,1018.8,0,,,,10,0,,,3789,,,5,,,,
279,2022-12-12 18:00,6.7,0,0.2,0,43,4.2,-5,1012.3,1018.4,0,,,,10,0,,,4124,,,4.5,,,,
279,2022-12-12 19:00,5.2,,0.6,270,48,4.2,-4.9,1012.2,1018.3,,,,,9,0,,,4360,,,2.7,,,,
279,2022-12-12 20:00,2.6,,0.5,270,58,4.3,-4.8,1011.7,1017.9,,,,,0,0,,,3976,,,0.7,,,,
279,2022-12-12 21:00,1.2,,0.9,290,65,4.3,-4.6,1011.4,1017.6,,,,,0,0,,,3124,,,-0.1,,,,
279,2022-12-12 22:00,1.6,,0.3,0,66,4.5,-4,1011.3,1017.5,,,,,5,0,,,3626,,,0.9,,,,
279,2022-12-12 23:00,3.2,,0.1,0,61,4.7,-3.6,1011.4,1017.5,,,,,5,0,,,3646,,,2,,,,
279,2022-12-13 0:00,4.1,0,0.7,250,60,4.9,-2.9,1011.4,1017.5,,,,,0,0,,,3659,,,2.4,,,,
279,2022-12-13 1:00,5.2,,1,340,67,5.9,-0.4,1011.2,1017.3,,,,,9,0,,,2962,,,2.8,,,,
279,2022-12-13 2:00,5.8,,1.6,320,59,5.4,-1.6,1011.5,1017.6,,,,,0,0,,,2349,,,3.1,,,,
279,2022-12-13 3:00,5.3,0,2,290,54,4.8,-3.2,1011.4,1017.5,,,,,0,0,,,2006,,,1.2,,,,
279,2022-12-13 4:00,5.8,,2,320,53,4.9,-3,1011.1,1017.2,,,,,1,0,,,1787,,,2.3,,,,
279,2022-12-13 5:00,5.4,,1.9,290,53,4.8,-3.4,1010.8,1016.9,,,,,2,0,,,2012,,,0.9,,,,
279,2022-12-13 6:00,5.5,,1.8,290,51,4.6,-3.8,1010.8,1016.9,,,,,0,0,,,2185,,,0.6,,,,
279,2022-12-13 7:00,5.6,,1.3,290,48,4.4,-4.5,1011,1017.1,,,,,0,0,,,2272,,,1.4,,,,
279,2022-12-13 8:00,5.2,,1.1,290,52,4.6,-3.8,1011.5,1017.6,0,,,,0,0,,,1962,,,0.7,,,,
279,2022-12-13 9:00,6.3,,1.7,270,43,4.1,-5.3,1011.7,1017.8,0,,,,1,0,,,2141,,,1.8,,,,
279,2022-12-13 10:00,6.8,,2,270,39,3.8,-6.2,1012.3,1018.4,1,,,,8,0,,,1826,,,4.2,,,,
279,2022-12-13 11:00,7,,2.7,290,42,4.2,-5,1012.3,1018.4,0.7,,,,9,0,,,1548,,,5.8,,,,
279,2022-12-13 12:00,7.2,,2.8,290,42,4.3,-4.8,1012.1,1018.1,0.9,,,,10,0,,,1556,,,8.7,,,,
279,2022-12-13 13:00,6.7,,2.4,320,51,5,-2.7,1011.6,1017.7,0.5,,,,10,0,,,1434,,,10,,,,
279,2022-12-13 14:00,6,,1.9,340,60,5.6,-1.1,1011,1017.1,0.6,,,,7,0,,,1728,,,9.4,,,,
279,2022-12-13 15:00,5.6,0,3.4,290,51,4.6,-3.7,1011.2,1017.3,0.1,,,,8,0,,,1433,,,6.9,,,,
279,2022-12-13 16:00,5.7,,1.5,290,48,4.4,-4.4,1010.7,1016.8,0,,,,7,0,,,1503,,,5.5,,,,
279,2022-12-13 17:00,6,,1.8,290,38,3.6,-7.2,1010.5,1016.6,0,,,,1,0,,,1325,,,4.3,,,,
279,2022-12-13 18:00,5.6,,2,290,39,3.6,-7.2,1011.1,1017.2,0,,,,7,0,,,1224,,,3.5,,,,
279,2022-12-13 19:00,4.8,,1.3,320,50,4.3,-4.7,1011.6,1017.7,,,,,9,0,,,1151,,,3.3,,,,
279,2022-12-13 20:00,2.2,,1.7,320,81,5.8,-0.7,1012.4,1018.6,,,,,4,0,,,679,,,2.8,,,,
279,2022-12-13 21:00,0.7,1.6,2.4,290,88,5.7,-1,1013,1019.2,,,0.8,,9,0,,,83,,,1.1,,,,
279,2022-12-13 22:00,0.8,,1.3,290,79,5.1,-2.4,1012.8,1019,,,1.2,,0,0,,,2438,,,1.2,,,,
279,2022-12-13 23:00,1.5,,2.7,290,68,4.6,-3.7,1013.3,1019.5,,,1.1,,9,0,,,1421,,,1,,,,
279,2022-12-14 0:00,0.5,0.3,2.3,290,75,4.8,-3.4,1014.4,1020.6,,,1.1,,1,0,,,1089,,,1,,,,
279,2022-12-14 1:00,-1,,1.7,320,81,4.6,-3.8,1015.3,1021.6,,,1.3,,9,0,,,1064,,,1,,,,
279,2022-12-14 2:00,-1.7,,2.4,290,65,3.5,-7.4,1016.4,1022.7,,,1.1,,8,0,,,2838,,,0.9,,,,
279,2022-12-14 3:00,-2.8,0.2,1.8,320,66,3.3,-8.2,1017.6,1023.9,,,1.1,,7,0,,,3867,,,0.7,,,,
279,2022-12-14 4:00,-3.9,,1.8,290,64,2.9,-9.7,1018.9,1025.3,,,1,,6,0,,,3543,,,0.6,,,,
279,2022-12-14 5:00,-5.3,,1.5,320,60,2.5,-11.8,1019.3,1025.7,,,0.9,,7,0,,,3672,,,0.4,,,,
279,2022-12-14 6:00,-6.1,,1,320,57,2.2,-13.2,1020.2,1026.6,,,0.9,,0,0,,,3314,,,-0.9,,,,
279,2022-12-14 7:00,-6.4,,1.4,320,54,2.1,-14.1,1021.3,1027.7,,,0.9,,1,0,,,3780,,,-1.8,,,,
279,2022-12-14 8:00,-6.6,,1,290,56,2.1,-13.9,1022.5,1028.9,0,,0.9,,4,0,,,3117,,,-2.1,,,,
279,2022-12-14 9:00,-5.9,,1.6,290,47,1.8,-15.4,1022.7,1029.1,0,,0.8,,0,0,,,3537,,,-2,,,,
279,2022-12-14 10:00,-5.3,,2.1,290,44,1.8,-15.6,1023,1029.4,1,,0.7,,0,0,,,4047,,,-1,,,,
279,2022-12-14 11:00,-4.3,,1.9,320,47,2.1,-13.9,1023.1,1029.5,1,,0.7,,2,0,,,3730,,,0.2,,,,
279,2022-12-14 12:00,-3.6,,2,340,44,2.1,-14.1,1023,1029.4,1,,0.5,,1,0,,,3965,,,0.4,,,,
279,2022-12-14 13:00,-3.2,,2.3,290,42,2,-14.3,1022,1028.4,1,,0.4,,1,0,,,4056,,,2,,,,
279,2022-12-14 14:00,-1.8,,1.6,320,45,2.4,-12.1,1021,1027.3,1,,,,0,0,,,3904,,,4.3,,,,
279,2022-12-14 15:00,-2.1,,1.5,320,44,2.3,-12.7,1020.8,1027.1,1,,,,0,0,,,4095,,,3.9,,,,
279,2022-12-14 16:00,-3.3,,2.1,320,44,2.1,-13.8,1020.7,1027.1,1,,,,0,0,,,4487,,,1,,,,
279,2022-12-14 17:00,-3.7,,1.3,290,47,2.2,-13.3,1020.7,1027.1,0.1,,,,0,0,,,4216,,,0.1,,,,
279,2022-12-14 18:00,-4.6,,1,290,50,2.2,-13.4,1021.2,1027.6,0,,,,0,0,,,3751,,,-2.2,,,,
279,2022-12-14 19:00,-4.9,,0.8,340,52,2.2,-13.2,1021.5,1027.9,,,,,0,0,,,3690,,,-3,,,,
279,2022-12-14 20:00,-5.4,,1,320,56,2.3,-12.8,1021.5,1027.9,,,,,0,0,,,3481,,,-3.5,,,,
279,2022-12-14 21:00,-5.8,,1.2,320,58,2.3,-12.7,1021.8,1028.2,,,,,0,0,,,3367,,,-3.8,,,,
279,2022-12-14 22:00,-6.3,,0.6,340,62,2.4,-12.4,1022.2,1028.6,,,,,0,0,,,3254,,,-4,,,,
279,2022-12-14 23:00,-6.3,,0.8,340,63,2.4,-12.2,1021.8,1028.2,,,,,0,0,,,3043,,,-4.2,,,,
279,2022-12-15 0:00,-6.8,,0.1,0,66,2.4,-12,1021.7,1028.1,,,,,0,0,,,2815,,,-4.3,,,,
279,2022-12-15 1:00,-6.8,,0.4,0,65,2.4,-12.2,1021.3,1027.7,,,,,0,0,,,2917,,,-4.5,,,,
279,2022-12-15 2:00,-7.8,,0,0,73,2.5,-11.8,1021.5,1028,,,,,0,0,,,2339,,,-4.7,,,,
279,2022-12-15 3:00,-7.7,,0.6,290,74,2.5,-11.5,1021.8,1028.3,,,,,2,0,,,2711,,,-4.2,,,,
279,2022-12-15 4:00,-7.8,,0.7,290,77,2.6,-11.1,1021.6,1028.1,,,,,7,0,,,2127,,,-4,,,,
279,2022-12-15 5:00,-7.4,,0.4,0,75,2.6,-11,1021.4,1027.9,,,,,1,0,,,2483,,,-4.9,,,,
279,2022-12-15 6:00,-7.3,,0.1,0,76,2.7,-10.8,1021.5,1028,,,,,8,0,,,2153,,,-3.4,,,,
279,2022-12-15 7:00,-6.4,,0.3,0,72,2.7,-10.6,1021.9,1028.3,,,,,8,0,,,2349,,,-2.7,,,,
279,2022-12-15 8:00,-5.7,,0.3,0,70,2.8,-10.3,1021.8,1028.2,0,,,,10,0,,,2458,,,-2.3,,,,
279,2022-12-15 9:00,-4.7,,0.2,0,69,3,-9.5,1022,1028.4,0,,,,9,9,,11,2020,,,-1.3,,,,
279,2022-12-15 10:00,-2.3,,0.2,0,61,3.1,-8.8,1021.9,1028.2,0.9,,,,7,,,,2813,,,-0.6,,,,
279,2022-12-15 11:00,-0.8,,0,0,52,3,-9.4,1021.3,1027.6,1,,,,3,1,,12,3222,,,0.2,,,,
279,2022-12-15 12:00,0.4,,0.1,0,48,3,-9.3,1020.3,1026.6,1,,,,3,1,,12,3675,,,2.6,,,,
279,2022-12-15 13:00,3.1,,0.5,50,41,3.1,-8.9,1018.6,1024.8,1,,,,1,1,,12,3267,,,4.1,,,,
279,2022-12-15 14:00,3.7,,0.9,110,40,3.2,-8.6,1017.2,1023.4,1,,,,0,0,,,3835,,,4.7,,,,
279,2022-12-15 15:00,5.3,,0.4,0,38,3.4,-7.9,1016.3,1022.4,1,,,,0,0,,,4580,,,4.5,,,,
279,2022-12-15 16:00,3.9,,0,0,45,3.6,-6.9,1016.2,1022.3,0.9,,,,7,2,,18,4198,,,3.2,,,,
279,2022-12-15 17:00,3,,0.4,0,53,4,-5.6,1016.1,1022.3,0,,,,6,6,,19,3839,,,2.2,,,,
279,2022-12-15 18:00,3.2,,0,0,54,4.2,-5.2,1016.1,1022.3,0,,,,9,9,,16,3516,,,2,,,,
279,2022-12-15 19:00,3,,0.1,0,55,4.2,-5.1,1016.6,1022.8,,,,,9,9,,15,3230,,,2,,,,
279,2022-12-15 20:00,3.2,,0,0,50,3.8,-6.2,1017.4,1023.6,,,,,10,10,,13,2999,,,2,,,,
279,2022-12-15 21:00,2.7,,0,0,58,4.3,-4.7,1017.7,1023.9,,,,,10,10,,12,2951,,,2.1,,,,
279,2022-12-15 22:00,2.4,,0,0,63,4.6,-3.9,1017.5,1023.7,,,,,0,0,,,3002,,,2.1,,,,
279,2022-12-15 23:00,2.5,,0,0,69,5,-2.6,1018.3,1024.5,,,,,4,4,,5,2756,,,2.3,,,,
279,2022-12-16 0:00,3.3,0,0.9,290,71,5.5,-1.4,1019.2,1025.4,,,,,10,9,,5,1828,,,2.3,,,,
279,2022-12-16 1:00,2.3,,1.3,320,58,4.2,-5.1,1020.1,1026.3,,,,,9,9,,7,1873,,,1.8,,,,
279,2022-12-16 2:00,1,,1.6,290,51,3.3,-8,1020.9,1027.1,,,,,8,5,,9,2489,,,-0.1,,,,
279,2022-12-16 3:00,-0.4,,1.8,340,42,2.5,-11.7,1021.2,1027.5,,,,,6,2,,16,4046,,,0.3,,,,
279,2022-12-16 4:00,-1.6,,0.1,0,45,2.4,-12,1020.9,1027.2,,,,,7,7,,69,4372,,,-1.2,,,,
279,2022-12-16 5:00,-1.8,,0.4,0,51,2.7,-10.6,1021,1027.3,,,,,7,7,,69,3421,,,-1.8,,,,
279,2022-12-16 6:00,-2.1,,0.7,340,55,2.9,-9.9,1021.4,1027.7,,,,,6,5,,65,2696,,,-2.3,,,,
279,2022-12-16 7:00,-2.8,,1.3,340,56,2.8,-10.3,1023,1029.4,,,,,6,2,,65,2784,,,-2.4,,,,
279,2022-12-16 8:00,-3,,1.5,340,55,2.7,-10.7,1023.7,1030.1,0,,,,9,2,,44,2914,,,-2.2,,,,
279,2022-12-16 9:00,-2.1,,1.5,320,50,2.6,-11.1,1025,1031.3,0,,,,10,7,,43,3167,,,-0.9,,,,
279,2022-12-16 10:00,-1.6,,1.6,320,38,2.1,-14,1025.3,1031.6,0,,,,9,9,,41,4255,,,0,,,,
279,2022-12-16 11:00,-0.8,,2.1,340,31,1.8,-15.8,1025.3,1031.6,0,,,,9,9,,41,4573,,,0.3,,,,
279,2022-12-16 12:00,-0.3,,1.7,340,25,1.5,-17.9,1024.4,1030.7,0,,,,9,9,,41,4978,,,1.6,,,,
279,2022-12-16 13:00,0.9,,1.6,340,23,1.5,-17.9,1023.1,1029.4,0.7,,,,8,8,,40,4951,,,4.5,,,,
279,2022-12-16 14:00,1.5,,1.4,340,22,1.5,-17.9,1022.4,1028.6,0.5,,,,8,5,,40,5000,,,4.8,,,,
279,2022-12-16 15:00,1.4,,1.3,320,22,1.5,-18,1022.4,1028.6,0.2,,,,8,2,,39,4794,,,4.1,,,,
279,2022-12-16 16:00,1.1,,1.4,290,22,1.5,-18.3,1022.5,1028.8,0,,,,8,3,,36,5000,,,2.5,,,,
279,2022-12-16 17:00,0.5,,0.5,320,26,1.6,-16.8,1022.6,1028.9,0,,,,9,6,,37,4982,,,0.7,,,,
279,2022-12-16 18:00,0.1,,1,290,29,1.8,-15.8,1023.3,1029.6,0,,,,9,2,,37,4659,,,0.4,,,,
279,2022-12-16 19:00,-0.3,,0.6,320,30,1.8,-15.8,1023.2,1029.5,,,,,9,8,,42,4739,,,0,,,,
279,2022-12-16 20:00,-0.4,,1,320,31,1.8,-15.5,1023.2,1029.5,,,,,10,10,,42,4807,,,-0.3,,,,
279,2022-12-16 21:00,-0.5,,1.3,290,32,1.9,-15.2,1023.8,1030.1,,,,,10,10,,41,4746,,,-0.5,,,,
279,2022-12-16 22:00,-0.8,,1,320,33,1.9,-15.1,1023.7,1030,,,,,9,9,,38,4712,,,-0.7,,,,
279,2022-12-16 23:00,-1,,1.7,290,32,1.8,-15.6,1023.7,1030,,,,,9,9,,33,4829,,,-0.8,,,,
279,2022-12-17 0:00,-1.3,,0.9,320,35,1.9,-14.8,1023.3,1029.6,,,,,10,10,,,4757,,,-0.9,,,,
279,2022-12-17 1:00,-1.7,,1.1,320,34,1.8,-15.5,1022.9,1029.2,,,,,10,10,,33,4726,,,-1.1,,,,
279,2022-12-17 2:00,-2.5,,1.4,290,35,1.8,-15.9,1022.4,1028.7,,,,,7,7,,32,4641,,,-2.3,,,,
